ID,MP Name,Nature of membership,Start of Term,End of Term,Number of terms,Constituency,State,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills average,State Questions,State's Attendance average,,House
842059,Sukhbir Singh Badal,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Ferozpur,Punjab,Shiromani Akali Dal,Male,Information not available,Information Not Available,57,4,0,3,28%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.4,0,21,76%,,Lok Sabha
841721,Sukhbir Singh Jaunapuria,Elected,"Thursday, May 23, 2019",In office,Second Term,Tonk-Sawai Madhopur,Rajasthan,Bharatiya Janata Party,Male,Graduate,B.Com.,62,11,0,49,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,19.8,0.8,45,93%,,Lok Sabha
842060,Sumalatha Ambareesh,Elected,"Thursday, May 23, 2019",In office,First Term,Mandya,Karnataka,Independent,Female,Information not available,Information Not Available,56,6,0,4,68%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,5.1,0,37,78%,,Lok Sabha
842061,Sumathy Thamizhachi Thangapandian,Elected,"Thursday, May 23, 2019",In office,First Term,Chennai South,Tamil Nadu,Dravida Munnetra Kazhagam,Female,Information not available,Information Not Available,57,10,0,31,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.2,34,84%,,Lok Sabha
841784,Sumedhanand Saraswati,Elected,"Thursday, May 23, 2019",In office,Second Term,Sikar,Rajasthan,Bharatiya Janata Party,Male,Post Graduate,Post Graduate,68,25,0,86,91%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,19.8,0.8,45,93%,,Lok Sabha
842062,Sunil Baburao Mendhe,Elected,"Thursday, May 23, 2019",In office,First Term,Bhandara-Gondiya,Maharashtra,Bharatiya Janata Party,Male,Information not available,Information Not Available,51,10,0,27,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
842063,Sunil Kumar,Elected,"Thursday, May 23, 2019",In office,First Term,Sitamarhi,Bihar,Janata Dal (United),Male,Information not available,Information Not Available,58,15,0,41,75%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.5,28,86%,,Lok Sabha
841722,Sunil Kumar Mondal,Elected,"Thursday, May 23, 2019",In office,Second Term,Bardhaman Purba,West Bengal,All India Trinamool Congress,Male,Professional Graduate,"B.A., B.Ed.",61,6,0,53,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
841689,Sunil Kumar Singh,Elected,"Thursday, May 23, 2019",In office,Second Term,Chatra,Jharkhand,Bharatiya Janata Party,Male,Professional Post Graduate,"M.B.A., M.A. (Sociology)",57,13,4,82,74%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.8,0.8,39,71%,,Lok Sabha
842064,Sunil Kumar Soni,Elected,"Thursday, May 23, 2019",In office,First Term,Raipur,Chhattisgarh,Bharatiya Janata Party,Male,Information not available,Information Not Available,58,4,0,5,89%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,6.3,0,19,94%,,Lok Sabha
842065,Sunil Soren,Elected,"Thursday, May 23, 2019",In office,First Term,Dumka,Jharkhand,Bharatiya Janata Party,Male,Information not available,Information Not Available,47,2,0,0,77%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.8,0.8,39,71%,,Lok Sabha
842066,Sunita Duggal,Elected,"Thursday, May 23, 2019",In office,First Term,Sirsa,Haryana,Bharatiya Janata Party,Female,Information not available,Information Not Available,51,10,0,0,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,6.4,0,21,94%,,Lok Sabha
841619,Supriya Sule,Elected,"Thursday, May 23, 2019",In office,Third Term,Baramati,Maharashtra,Nationalist Congress Party,Female,Graduate,"B.Sc. (Microbiology); Educated at Jai Hind College, Mumbai, Maharashtra",50,75,4,167,89%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
841755,Suresh Channabasappa Angadi,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Belgaum,Karnataka,Bharatiya Janata Party,Male,Professional Graduate,"B. Com, LL.B. (Spl.); Educated at S.S. S. Samiti College of Commerce, Belgaum and; R.L. Law College, Belgaum",64,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
841690,Suresh Kodikunnil,Elected,"Thursday, May 23, 2019",In office,Seventh Term,Mavelikkara,Kerala,Indian National Congress,Male,Professional Graduate,"B.A., LL.B.; Educated at Government Law College, Trivandrum (Kerala)",57,35,1,70,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,22.5,0.7,51,89%,,Lok Sabha
842067,Suresh Kumar Kashyap,Elected,"Thursday, May 23, 2019",In office,First Term,Shimla,Himachal Pradesh,Bharatiya Janata Party,Male,Information not available,Information Not Available,48,6,0,9,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,5,0,4,99%,,Lok Sabha
842068,Suresh Nandigam,Elected,"Thursday, May 23, 2019",In office,First Term,Bapatla,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Information not available,Information Not Available,43,1,0,0,58%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0,29,85%,,Lok Sabha
842069,Suresh Pujari,Elected,"Thursday, May 23, 2019",In office,First Term,Bargarh,Odisha,Bharatiya Janata Party,Male,Information not available,Information Not Available,59,9,0,0,88%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,12.1,0.2,23,87%,,Lok Sabha
841670,Sushil Kumar Singh,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Aurangabad,Bihar,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Political Science); Educated at A.N. College, Magadh University, Patna (Bihar)",56,25,0,50,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.5,28,86%,,Lok Sabha
841744,Swami Sachchidanand Hari Sakshi,Elected,"Thursday, May 23, 2019",In office,Fifth Term,Unnao,Uttar Pradesh,Bharatiya Janata Party,Male,Doctorate,"M.A., Ph.D",63,1,0,24,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
842070,T.N. Prathapan,Elected,"Thursday, May 23, 2019",In office,First Term,Thrissur,Kerala,Indian National Congress,Male,Information not available,Information Not Available,59,21,0,75,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,22.5,0.7,51,89%,,Lok Sabha
842071,T.R. Paarivendhar,Elected,"Thursday, May 23, 2019",In office,First Term,Perambalur,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Information not available,Information Not Available,78,10,0,47,86%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.2,34,84%,,Lok Sabha
842072,T.R.V.S. Ramesh,Elected,"Thursday, May 23, 2019",In office,First Term,Cuddalore,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Information not available,Information Not Available,49,4,0,15,86%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.2,34,84%,,Lok Sabha
842073,Talari Rangaiah,Elected,"Thursday, May 23, 2019",In office,First Term,Anantapur,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Information not available,Information Not Available,49,7,0,11,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0,29,85%,,Lok Sabha
842074,Tapir Gao,Elected,"Thursday, May 23, 2019",In office,Second Term,Arunachal East,Arunachal Pradesh,Bharatiya Janata Party,Male,Information not available,Information Not Available,55,14,0,19,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0,19,100%,,Lok Sabha
842075,Tatkare Sunil Dattatray,Elected,"Thursday, May 23, 2019",In office,First Term,Raigad,Maharashtra,Nationalist Congress Party,Male,Information not available,Information Not Available,64,15,0,150,86%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
841816,Thalikkottai Rajuthevar Baalu,Elected,"Thursday, May 23, 2019",In office,Sixth Term,Sriperumbudur,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Graduate,"B.Sc., L.C.E.; Educated at New College, University of Madras, Chennai and Central Polytechnic, Chennai, Tamil Nadu",78,24,0,23,88%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.2,34,84%,,Lok Sabha
841680,Thirumaa Valavan Thol,Elected,"Thursday, May 23, 2019",In office,Second Term,Chidambaram,Tamil Nadu,Viduthalai Chiruthaigal Katchi,Male,Post Graduate,"B.L., M.A. (Criminology), B.Sc. (Chemistry); Educated at Presidency College, Chennai and Madras Law College, University of Madras, Chennai",57,25,0,19,81%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.2,34,84%,,Lok Sabha
842076,Thomas Chazhikadan,Elected,"Thursday, May 23, 2019",In office,First Term,Kottayam,Kerala,Kerala Congress (M),Male,Information not available,Information Not Available,67,11,0,32,82%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,22.5,0.7,51,89%,,Lok Sabha
842077,Tirath Singh Rawat,Elected,"Thursday, May 23, 2019",In office,First Term,Garhwal,Uttarakhand,Bharatiya Janata Party,Male,Information not available,Information Not Available,,17,2,7,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,12,1.3,7,96%,,Lok Sabha
841776,Tokheho,Elected,"Thursday, May 23, 2019",In office,Second Term,Nagaland,,Nationalist Democratic Progressive Party,Male,Information not available,Information not available,67,4,0,9,86%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,4,0,9,86%,,Lok Sabha
842078,Topon Kumar Gogoi,Elected,"Thursday, May 23, 2019",In office,First Term,Jorhat,Assam,Bharatiya Janata Party,Male,Information not available,Information Not Available,50,3,0,2,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,9.8,0,27,87%,,Lok Sabha
841646,Udasi Shivkumar Chanabasappa,Elected,"Thursday, May 23, 2019",In office,Third Term,Haveri,Karnataka,Bharatiya Janata Party,Male,Professional Graduate,"B.E.; Educated at Bangalore Institute of Engineering, Bangalore, Karnataka",52,18,0,70,81%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,5.1,0,37,78%,,Lok Sabha
841671,Uday Pratap Singh,Elected,"Thursday, May 23, 2019",In office,Third Term,Hoshangabad,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,B.Com Educated at Sagar University,55,38,0,36,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11,0.2,23,90%,,Lok Sabha
842079,Umesh G. Jadhav,Elected,"Thursday, May 23, 2019",In office,First Term,Gulbarga,Karnataka,Bharatiya Janata Party,Male,Information not available,Information Not Available,60,15,0,64,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,5.1,0,37,78%,,Lok Sabha
842080,Unmesh Bhaiyyasaheb Patil,Elected,"Thursday, May 23, 2019",In office,First Term,Jalgaon,Maharashtra,Bharatiya Janata Party,Male,Information not available,Information Not Available,41,7,0,36,70%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
842081,Upendra Singh Rawat,Elected,"Thursday, May 23, 2019",In office,First Term,Barabanki,Uttar Pradesh,Bharatiya Janata Party,Male,Information not available,Information Not Available,50,4,0,44,91%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
842082,Uttam Kumar Nalamada Reddy,Elected,"Thursday, May 23, 2019",In office,First Term,Nalgonda,Telangana,Indian National Congress,Male,Information not available,Information Not Available,57,3,0,21,91%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,8.4,0,29,80%,,Lok Sabha
842083,V. Kalanidhi,Elected,"Thursday, May 23, 2019",In office,First Term,Chennai North,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Information not available,Information Not Available,50,9,0,24,77%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.2,34,84%,,Lok Sabha
842084,V. Srinivas Prasad,Elected,"Thursday, May 23, 2019",In office,First Term,Chamrajanagar,Karnataka,Bharatiya Janata Party,Male,Information not available,Information Not Available,,0,0,0,67%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,5.1,0,37,78%,,Lok Sabha
842085,V.K. Sreekandan,Elected,"Thursday, May 23, 2019",In office,First Term,Palakkad,Kerala,Indian National Congress,Male,Information not available,Information Not Available,49,13,0,39,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,22.5,0.7,51,89%,,Lok Sabha
842086,Vanga Geethaviswanatham,Elected,"Thursday, May 23, 2019",In office,First Term,Kakinada,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Female,Information not available,Information Not Available,57,28,0,61,89%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0,29,85%,,Lok Sabha
841620,Vasava Parbhubhai Nagarbhai,Elected,"Thursday, May 23, 2019",In office,Second Term,Bardoli,Gujarat,Bharatiya Janata Party,Male,Diploma Course,Diploma in Mechanical Engineering,49,12,0,37,89%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0.4,37,92%,,Lok Sabha
842087,Ve. Vaithilingam,Elected,"Thursday, May 23, 2019",In office,First Term,Puducherry,,Indian National Congress,Male,Information not available,Information Not Available,69,6,0,7,67%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,6,0,7,67%,,Lok Sabha
842088,Veena Devi,Elected,"Thursday, May 23, 2019",In office,First Term,Vaishali,Bihar,Lok Jan Shakti Party,Female,Information not available,Information Not Available,52,3,0,14,93%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.5,28,86%,,Lok Sabha
842089,Venkatesh Netha Borlakunta,Elected,"Thursday, May 23, 2019",In office,First Term,Peddapalle,Telangana,Telangana Rashtra Samithi,Male,Information not available,Information Not Available,43,4,0,65,74%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,8.4,0,29,80%,,Lok Sabha
842090,Vijay Baghel,Elected,"Thursday, May 23, 2019",In office,First Term,Durg,Chhattisgarh,Bharatiya Janata Party,Male,Information not available,Information Not Available,60,8,0,23,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,6.3,0,19,94%,,Lok Sabha
842309,Vijay Kumar,Elected,"Thursday, May 23, 2019",In office,First Term,Gaya,Bihar,Janata Dal (United),Male,Information not available,Information Not Available,,5,0,26,86%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.5,28,86%,,Lok Sabha
842310,Vijay Kumar Dubey,Elected,"Thursday, May 23, 2019",In office,First Term,Khushi Nagar,Uttar Pradesh,Bharatiya Janata Party,Male,Information not available,Information Not Available,59,9,0,82,86%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841581,Vijay Kumar Hansdak,Elected,"Thursday, May 23, 2019",In office,Second Term,Rajmahal,Jharkhand,Jharkhand Mukti Morcha,Male,Under Matric,Matric,37,3,0,0,47%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.8,0.8,39,71%,,Lok Sabha
841794,Vijay Kumar Singh,Elected,"Thursday, May 23, 2019",In office,Second Term,Ghaziabad,Uttar Pradesh,Bharatiya Janata Party,Male,Doctorate,Phd.,68,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
841762,Vinayak Bhaurao Raut,Elected,"Thursday, May 23, 2019",In office,Second Term,Ratnagiri-Sindhudurg,Maharashtra,Shiv Sena,Male,Post Graduate,M.A. (Political Science),65,40,0,126,88%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
841635,Vincent H Pala,Elected,"Thursday, May 23, 2019",In office,Third Term,Shillong,Meghalaya,Indian National Congress,Male,Professional Graduate,"B.E. (Civil); Educated at Jalpaiguri Govt. Engineering College, North Bengal University, New Jalpaiguri, West Bengal",51,3,0,48,91%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,5,0,27,84%,,Lok Sabha
841621,Vinod Kumar Sonkar,Elected,"Thursday, May 23, 2019",In office,Second Term,Kaushambi,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,B.A.,49,22,2,84,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841763,Virendra Kumar,Elected,"Thursday, May 23, 2019",In office,Seventh Term,Tikamgarh,Madhya Pradesh,Bharatiya Janata Party,Male,Doctorate,"M.A. (Economics), Ph.D (Child Labour); Educated at Dr. Harisingh University, Sagar, Madhya Pradesh",65,17,0,34,93%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11,0.2,23,90%,,Lok Sabha
841735,Virendra Singh,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Ballia,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,B.A.,63,9,0,0,91%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841785,Vishnu Dayal Ram,Elected,"Thursday, May 23, 2019",In office,Second Term,Palamu,Jharkhand,Bharatiya Janata Party,Male,Graduate,B.A. (Hons),68,15,2,71,79%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.8,0.8,39,71%,,Lok Sabha
842311,Vishnu Dutt Sharma,Elected,"Thursday, May 23, 2019",In office,First Term,Khajuraho,Madhya Pradesh,Bharatiya Janata Party,Male,Information not available,Information not Available,49,12,0,16,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11,0.2,23,90%,,Lok Sabha
842312,Vivek Narayan Shejwalkar,Elected,"Thursday, May 23, 2019",In office,First Term,Gwalior,Madhya Pradesh,Bharatiya Janata Party,Male,Information not available,Information not Available,72,5,0,4,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11,0.2,23,90%,,Lok Sabha
842313,Y. Devendrappa,Elected,"Thursday, May 23, 2019",In office,First Term,Bellary,Karnataka,Bharatiya Janata Party,Male,Information not available,Information Not Available,68,3,0,6,79%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,5.1,0,37,78%,,Lok Sabha
841562,Y.S. Avinash Reddy,Elected,"Thursday, May 23, 2019",In office,Second Term,Kadapa,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Professional Post Graduate,"B.Tech, M.B.A.",35,1,0,72,49%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0,29,85%,,Lok Sabha
