ID,MP Name,Nature of membership,Start of Term,End of Term,Number of terms,Constituency,State,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills average,State Questions,State's Attendance average,,House
842020,Rebati Tripura,Elected,"Thursday, May 23, 2019",In office,First Term,Tripura East,Tripura,Bharatiya Janata Party,Male,Information not available,Information Not Available,43,6,0,99,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,8,0,75,91%,,Lok Sabha
841605,Rekha Verma,Elected,"Thursday, May 23, 2019",In office,Second Term,Dhaurahra,Uttar Pradesh,Bharatiya Janata Party,Female,Inter/ Higher Secondary,Intermediate,46,43,0,13,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
842021,Renuka Singh Saruta,Elected,"Thursday, May 23, 2019",In office,First Term,Surguja,Chhattisgarh,Bharatiya Janata Party,Female,Information not available,Information Not Available,55,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
842022,Rita Bahuguna Joshi,Elected,"Thursday, May 23, 2019",In office,First Term,Allahabad,Uttar Pradesh,Bharatiya Janata Party,Female,Information not available,Information Not Available,70,9,0,23,88%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
842023,Ritesh Pandey,Elected,"Thursday, May 23, 2019",In office,First Term,Ambedkar Nagar,Uttar Pradesh,Bahujan Samaj Party,Male,Information not available,Information Not Available,38,35,0,52,88%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841571,Riti Pathak,Elected,"Thursday, May 23, 2019",In office,Second Term,Sidhi,Madhya Pradesh,Bharatiya Janata Party,Female,Post Graduate,"B.A., M.A., L.L.B",42,12,3,47,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11,0.2,23,90%,,Lok Sabha
841698,Rodmal Nagar,Elected,"Thursday, May 23, 2019",In office,Second Term,Rajgarh,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,Graduate,59,12,0,66,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11,0.2,23,90%,,Lok Sabha
842024,S. Gnanathiraviam,Elected,"Thursday, May 23, 2019",In office,First Term,Tirunelveli,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Information not available,Information Not Available,55,6,0,30,88%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.2,34,84%,,Lok Sabha
841806,S. Jagathrakshakan,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Arakkonam,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Inter/ Higher Secondary,Educated at Valudvur,71,6,0,26,46%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.2,34,84%,,Lok Sabha
842025,S. Jothimani,Elected,"Thursday, May 23, 2019",In office,First Term,Karur,Tamil Nadu,Indian National Congress,Female,Information not available,Information Not Available,44,12,0,30,88%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.2,34,84%,,Lok Sabha
842026,S. Muniswamy,Elected,"Thursday, May 23, 2019",In office,First Term,Kolar,Karnataka,Bharatiya Janata Party,Male,Information not available,Information Not Available,44,10,0,40,81%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,5.1,0,37,78%,,Lok Sabha
842027,S. Ramalingam,Elected,"Thursday, May 23, 2019",In office,First Term,Mayiladuthurai,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Information not available,Information Not Available,76,3,0,17,84%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.2,34,84%,,Lok Sabha
842028,S. Venkatesan,Elected,"Thursday, May 23, 2019",In office,First Term,Madurai,Tamil Nadu,Communist Party of India (Marxist),Male,Information not available,Information Not Available,49,11,0,39,82%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.2,34,84%,,Lok Sabha
841699,S.P. Singh Baghel,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Agra,Uttar Pradesh,Bharatiya Janata Party,Male,Doctorate,"M.Sc., LL.B., Ph.D. Educated at Jiwaji University, Gwalior (Madhya Pradesh), Meerut University and Chaudhary Charan Singh University, Meerut (Uttar Pradesh)",59,9,0,0,91%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
842029,S.R. Parthiban,Elected,"Thursday, May 23, 2019",In office,First Term,Salem,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Information not available,Information Not Available,49,6,0,37,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.2,34,84%,,Lok Sabha
841783,S.S. Ahluwalia,Elected,"Thursday, May 23, 2019",In office,Second Term,Bardhaman-Durgapur,West Bengal,Bharatiya Janata Party,Male,Professional Graduate,"B.Sc., LL.B. Educated at St. Joseph School, Asansol, Bidhan Chandra College, Burdwan University and University College of Law, Calcutta University, West Bengal",68,3,0,0,88%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
841793,S.S. Palanimanickam,Elected,"Thursday, May 23, 2019",In office,Sixth Term,Thanjavur,Tamil Nadu,Dravida Munnetra Kazhagam,Male,Professional Graduate,"B.L.; Educated at Madras Law College, Chennai (Tamil Nadu)",69,2,0,0,56%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.2,34,84%,,Lok Sabha
842030,S.T. Hasan,Elected,"Thursday, May 23, 2019",In office,First Term,Moradabad,Uttar Pradesh,Samajwadi Party,Male,Information not available,Information Not Available,61,13,0,1,79%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841687,Sadashiv Kisan Lokhande,Elected,"Thursday, May 23, 2019",In office,Second Term,Shirdi,Maharashtra,Shiv Sena,Male,Inter/ Higher Secondary,Higher Secondary,57,0,0,50,53%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
842031,Sadhvi Pragya Singh Thakur,Elected,"Thursday, May 23, 2019",In office,First Term,Bhopal,Madhya Pradesh,Bharatiya Janata Party,Female,Information not available,Information Not Available,49,11,0,2,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11,0.2,23,90%,,Lok Sabha
841700,Sajda Ahmed,Elected,"Thursday, May 23, 2019",In office,Second Term,Uluberia,West Bengal,All India Trinamool Congress,Female,Graduate,B.A. (H); University of Calcutta,58,4,0,25,65%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
842032,Sambhajirao Mane Dhairyasheel,Elected,"Thursday, May 23, 2019",In office,First Term,Hatkanangle,Maharashtra,Shiv Sena,Male,Information not available,Information Not Available,,6,0,46,81%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
842033,Sandhya Ray,Elected,"Thursday, May 23, 2019",In office,First Term,Bhind,Madhya Pradesh,Bharatiya Janata Party,Female,Information not available,Information Not Available,45,8,0,30,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11,0.2,23,90%,,Lok Sabha
842034,Sangam Lal Gupta,Elected,"Thursday, May 23, 2019",In office,First Term,Pratapgarh,Uttar Pradesh,Bharatiya Janata Party,Male,Information not available,Information Not Available,48,14,0,32,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
842035,Sangeeta Azad,Elected,"Thursday, May 23, 2019",In office,First Term,Lalganj,Uttar Pradesh,Bahujan Samaj Party,Female,Information not available,Information Not Available,38,11,0,5,89%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
842036,Sangeeta Kumari Singh Deo,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Bolangir,Odisha,Bharatiya Janata Party,Female,Information not available,Information Not Available,58,8,0,53,93%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,12.1,0.2,23,87%,,Lok Sabha
842037,Sanghamitra Maurya,Elected,"Thursday, May 23, 2019",In office,First Term,Badaun,Uttar Pradesh,Bharatiya Janata Party,Female,Information not available,Information Not Available,34,13,0,5,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841644,Sanjay (Bandu) Haribhau Jadhav,Elected,"Thursday, May 23, 2019",In office,Second Term,Parbhani,Maharashtra,Shiv Sena,Male,Matric,Matric,52,3,0,51,47%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
842038,Sanjay Bhatia,Elected,"Thursday, May 23, 2019",In office,First Term,Karnal,Haryana,Bharatiya Janata Party,Male,Information not available,Information Not Available,52,2,0,0,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,6.4,0,21,94%,,Lok Sabha
841656,Sanjay Jaiswal,Elected,"Thursday, May 23, 2019",In office,Third Term,Paschim Champaran,Bihar,Bharatiya Janata Party,Male,Professional Post Graduate,"M.B.B.S., M.D. (General Medicine); Educated at Patna Medical College and Darbhanga Medical College",54,52,5,50,86%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.5,28,86%,,Lok Sabha
842039,Sanjay Kumar Bandi,Elected,"Thursday, May 23, 2019",In office,First Term,Karimnagar,Telangana,Bharatiya Janata Party,Male,Information not available,Information Not Available,48,4,0,4,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,8.4,0,29,80%,,Lok Sabha
842040,Sanjay Sadashivrao Mandlik,Elected,"Thursday, May 23, 2019",In office,First Term,Kolhapur,Maharashtra,Shiv Sena,Male,Information not available,Information Not Available,55,5,0,98,54%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
841688,Sanjay Seth,Elected,"Thursday, May 23, 2019",In office,First Term,Ranchi,Jharkhand,Bharatiya Janata Party,Male,Information not available,Information not available,60,13,0,25,70%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.8,0.8,39,71%,,Lok Sabha
841711,Sanjay Shamrao Dhotre,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Akola,Maharashtra,Bharatiya Janata Party,Male,Professional Graduate,"B.E. (Mech.); Educated at Government College of Engineering, Amravati, Maharashtra",60,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
841665,Sanjaykaka Patil,Elected,"Thursday, May 23, 2019",In office,Second Term,Sangli,Maharashtra,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Higher Secondary,54,4,0,52,67%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
842041,Sanjeev Kumar Ayushman,Elected,"Thursday, May 23, 2019",In office,First Term,Kurnool,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Information not available,Information Not Available,52,1,0,14,91%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0,29,85%,,Lok Sabha
841606,Sanjeev Kumar Balyan,Elected,"Thursday, May 23, 2019",In office,Second Term,Muzaffarnagar,Uttar Pradesh,Bharatiya Janata Party,Male,Doctorate,Ph.D. in Veterinary Anatomy,47,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
841810,Santokh Singh Chaudhary,Elected,"Thursday, May 23, 2019",In office,Second Term,Jalandhar,Punjab,Indian National Congress,Male,Professional Graduate,"B.A., L.L.B.",73,6,0,38,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.4,0,21,76%,,Lok Sabha
841589,Santosh Kumar,Elected,"Thursday, May 23, 2019",In office,Second Term,Purnia,Bihar,Janata Dal (United),Male,Inter/ Higher Secondary,Intermediate,43,7,0,37,79%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.5,28,86%,,Lok Sabha
841804,Santosh Kumar Gangwar,Elected,"Thursday, May 23, 2019",In office,Eighth Term,Bareilly,Uttar Pradesh,Bharatiya Janata Party,Male,Professional Graduate,"B.Sc., LL.B.; Educated at Agra University and Rohilkhand University, Bareilly (Uttar Pradesh)",71,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
842042,Santosh Pandey,Elected,"Thursday, May 23, 2019",In office,First Term,Rajnandgaon,Chhattisgarh,Bharatiya Janata Party,Male,Information not available,Information Not Available,51,13,0,9,88%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,6.3,0,19,94%,,Lok Sabha
842043,Saptagiri Sankar Ulaka,Elected,"Thursday, May 23, 2019",In office,First Term,Koraput,Odisha,Indian National Congress,Male,Information not available,Information Not Available,40,37,0,44,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,12.1,0.2,23,87%,,Lok Sabha
842044,Sarmistha Sethi,Elected,"Thursday, May 23, 2019",In office,First Term,Jajpur,Odisha,Biju Janata Dal,Female,Information not available,Information Not Available,45,8,0,0,74%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,12.1,0.2,23,87%,,Lok Sabha
841617,Satabdi Roy,Elected,"Thursday, May 23, 2019",In office,Third Term,Birbhum,West Bengal,All India Trinamool Congress,Female,Graduate,B.A.,50,8,0,0,82%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
841607,Satish Kumar,Elected,"Thursday, May 23, 2019",In office,Second Term,Aligarh,Uttar Pradesh,Bharatiya Janata Party,Male,Matric,Matric,47,2,0,0,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841742,Satya Pal Singh,Elected,"Thursday, May 23, 2019",In office,Second Term,Baghpat,Uttar Pradesh,Bharatiya Janata Party,Male,Doctorate,"M.Sc., M.A., M. Phill, Ph.D., M.B.A.",64,22,2,0,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
842045,Satyadev Pachauri,Elected,"Thursday, May 23, 2019",In office,First Term,Kanpur,Uttar Pradesh,Bharatiya Janata Party,Male,Information not available,Information Not Available,72,3,0,21,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841807,Saugata Roy,Elected,"Thursday, May 23, 2019",In office,Fourth Term,Dum Dum,West Bengal,All India Trinamool Congress,Male,Post Graduate,"M.Sc., LL.B.; Jogesh Chandra Law College, Kolkata-33",72,59,2,72,91%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
841563,Saumitra Khan,Elected,"Thursday, May 23, 2019",In office,Second Term,Bishnupur,West Bengal,Bharatiya Janata Party,Male,Matric,High School,39,8,0,7,91%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
841822,Shafiqur Rahman Barq,Elected,"Thursday, May 23, 2019",In office,Fifth Term,Sambhal,Uttar Pradesh,Samajwadi Party,Male,Graduate,"B.A.; Educated at Agra University, Agra, Uttar Pradesh",89,3,0,0,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
842046,Shankar Lalwani,Elected,"Thursday, May 23, 2019",In office,First Term,Indore,Madhya Pradesh,Bharatiya Janata Party,Male,Information not available,Information Not Available,58,15,0,29,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11,0.2,23,90%,,Lok Sabha
842047,Shantanu Thakur,Elected,"Thursday, May 23, 2019",In office,First Term,Bongaon,West Bengal,Bharatiya Janata Party,Male,Information not available,Information Not Available,37,5,0,30,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
842048,Shardaben Anilbhai Patel,Elected,"Thursday, May 23, 2019",In office,First Term,Mehesana,Gujarat,Bharatiya Janata Party,Female,Information not available,Information Not Available,71,7,0,17,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0.4,37,92%,,Lok Sabha
841743,Shashi Tharoor,Elected,"Thursday, May 23, 2019",In office,Third Term,Thiruvananthapuram,Kerala,Indian National Congress,Male,Doctorate,"Ph.D., D.Litt. (Hons.), M.A., M.A.L.D. and B.A. (Hons.); Educated at St Stephen`s College, New Delhi and Fletcher School of Law and Diplomacy at Tufts University, USA",63,38,4,73,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,22.5,0.7,51,89%,,Lok Sabha
841645,Shobha Karandlaje,Elected,"Thursday, May 23, 2019",In office,Second Term,Udupi Chikmagalur,Karnataka,Bharatiya Janata Party,Female,Post Graduate,"M.A., MSW",53,11,0,63,81%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,5.1,0,37,78%,,Lok Sabha
841560,Shrikant Eknath Shinde,Elected,"Thursday, May 23, 2019",In office,Second Term,Kalyan,Maharashtra,Shiv Sena,Male,Professional Post Graduate,"M.B.B.S., MS Orthpaedics (Final Yr.)",32,41,4,119,89%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
841657,Shrimant Chh. Udyanraje Pratapsinhmaharaj Bhonsle,Elected,"Thursday, May 23, 2019","Saturday, September 14, 2019",Third Term,Satara,Maharashtra,Nationalist Congress Party,Male,Diploma Course,"Production Engg., Educated at Bharati Vidyapeeth",53,0,0,0,16%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),7.7,0.2,18,86,8,0.5,44,79%,,Lok Sabha
843535,Shriniwas Dadasaheb Patil,Elected,"Monday, October 21, 2019",In office,Third Term,Satara,Maharashtra,Nationalist Congress Party,Male,Post Graduate,"M.A. (Economics), LL.B. Educated at SP College and Pune University",78,4,0,10,85%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),4.6,0.1,15,86,6,0.1,27,79%,,Lok Sabha
841774,Shripad Yesso Naik,Elected,"Thursday, May 23, 2019",In office,Fifth Term,North Goa,Goa,Bharatiya Janata Party,Male,Graduate,"B.A.; Educated at Goa and Bombay University, Mumbai (Maharashtra)",67,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
841669,Shrirang Appa Barne,Elected,"Thursday, May 23, 2019",In office,Second Term,Maval,Maharashtra,Shiv Sena,Male,Matric,10th Class,55,37,4,128,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
842049,Shyam Singh Yadav,Elected,"Thursday, May 23, 2019",In office,First Term,Jaunpur,Uttar Pradesh,Bahujan Samaj Party,Male,Information not available,Information Not Available,,12,0,16,95%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841815,Sisir Kumar Adhikari,Elected,"Thursday, May 23, 2019",In office,Third Term,Kanthi,West Bengal,All India Trinamool Congress,Male,Inter/ Higher Secondary,I.Sc.,78,4,0,36,53%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
841590,Smriti Zubin Irani,Elected,"Thursday, May 23, 2019",In office,First Term,Amethi,Uttar Pradesh,Bharatiya Janata Party,Female,Graduate,"Educated at Holy Child Auxilium, Delhi and School of Correspondence and Continuing Education, University of Delhi, Delhi",43,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
842050,Som Prakash,Elected,"Thursday, May 23, 2019",In office,First Term,Hoshiarpur,Punjab,Bharatiya Janata Party,Male,Information not available,Information Not Available,70,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.)",N/A,N/A,N/A,,N/A,N/A,N/A,N/A,,Lok Sabha
841811,Sonia Gandhi,Elected,"Thursday, May 23, 2019",In office,Fifth Term,Rae Bareli,Uttar Pradesh,Indian National Congress,Female,Diploma Course,"(i) Three years course in foreign languages (English & French) completed in 1964 at Istituto Santa Teresa, Turin (Italy); (ii) Certificate in English from Lennox Cook School, Cambridge (U.K.) completed in 1965.",73,1,0,0,72%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
842051,Soyam Bapu Rao,Elected,"Thursday, May 23, 2019",In office,First Term,Adilabad,Telangana,Bharatiya Janata Party,Male,Information not available,Information Not Available,50,8,0,15,88%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,8.4,0,29,80%,,Lok Sabha
842052,Sridhar Kotagiri,Elected,"Thursday, May 23, 2019",In office,First Term,Eluru,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Information not available,Information Not Available,46,6,0,32,82%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,10.5,0,29,85%,,Lok Sabha
842053,Su Thirunavukkarasar,Elected,"Thursday, May 23, 2019",In office,Second Term,Tiruchirappalli,Tamil Nadu,Indian National Congress,Male,Post Graduate,"B.L., M.A. Educated at Madras Law College, Chennai (Tamil Nadu) and Venkateshwara University (Andhra Pradesh)",70,9,0,65,70%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13,0.2,34,84%,,Lok Sabha
842054,Subhas Sarkar,Elected,"Thursday, May 23, 2019",In office,First Term,Bankura,West Bengal,Bharatiya Janata Party,Male,Information not available,Information Not Available,66,16,0,13,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
841734,Subhash Baheria,Elected,"Thursday, May 23, 2019",In office,Third Term,Bhilwara,Rajasthan,Bharatiya Janata Party,Male,Graduate,F.C.A. (Chartered Accountant),63,16,0,3,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,19.8,0.8,45,93%,,Lok Sabha
841761,Subhash Ramrao Bhamre,Elected,"Thursday, May 23, 2019",In office,Second Term,Dhule,Maharashtra,Bharatiya Janata Party,Male,Professional Post Graduate,M.S. and Super Specialisation in Cancer Surgery,66,8,0,161,86%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
842055,Subrata Pathak,Elected,"Thursday, May 23, 2019",In office,First Term,Kannauj,Uttar Pradesh,Bharatiya Janata Party,Male,Information not available,Information Not Available,40,4,0,15,93%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,13.9,0.3,22,90%,,Lok Sabha
841618,Sudarshan Bhagat,Elected,"Thursday, May 23, 2019",In office,Third Term,Lohardaga,Jharkhand,Bharatiya Janata Party,Male,Graduate,"B.A. (Hons.); Educated at Kartik Uraon College, Gumla, University of Ranchi, Jharkhand",50,4,0,8,74%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.8,0.8,39,71%,,Lok Sabha
842056,Sudhakar Tukaram Shrangre,Elected,"Thursday, May 23, 2019",In office,First Term,Latur,Maharashtra,Bharatiya Janata Party,Male,Information not available,Information Not Available,57,15,3,104,93%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
841712,Sudhir Gupta,Elected,"Thursday, May 23, 2019",In office,Second Term,Mandsour,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate,M.Com,60,29,1,133,100%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11,0.2,23,90%,,Lok Sabha
841775,Sudip Bandyopadhyay,Elected,"Thursday, May 23, 2019",In office,Fifth Term,Kolkata Uttar,West Bengal,All India Trinamool Congress,Male,Graduate,"B.Sc.; Educated at K.N. College, Berhampore, West Bengal",67,20,0,0,96%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
842057,Sujay Radhakrishna Vikhepatil,Elected,"Thursday, May 23, 2019",In office,First Term,Ahmednagar,Maharashtra,Bharatiya Janata Party,Male,Information not available,Information Not Available,38,15,0,53,88%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,14,0.6,71,79%,,Lok Sabha
842058,Sukanta Majumdar,Elected,"Thursday, May 23, 2019",In office,First Term,Balurghat,West Bengal,Bharatiya Janata Party,Male,Information not available,Information Not Available,39,16,0,137,98%,(Data corresponds to the period from 1 Jun 2019 to 13 Dec 2019.),12.3,0.3,33,86,11.7,0.2,20,81%,,Lok Sabha
