Title,Date,Participants,Ref.Keywords
"Withdrawl of the Payment of Wages (Amendment) Bill, 2016. ",3/2/2017,"Premachandran Shri N.K.,Dattatreya Shri Bandaru,Dattatreya Shri Bandaru",
"Introduction of the Payment of Wages (Amendment) Bill, 2017. ",3/2/2017,Dattatreya Shri Bandaru,
"Introduction of the Specified Bank Notes (Cessation of Liabilities) Bill, 2017. ",3/2/2017,"Roy Prof. Saugata,JAITLEY SHRI ARUN",
"Introduction of the Finance Bill, 2017.",1/2/2017,JAITLEY SHRI ARUN,
"Introduction of the Payment of Wages (Amendment) Bill, 2016. ",15-12-2016,Dattatreya Shri Bandaru,
"Introduction of the Constitution (Scheduled Castes and Scheduled Tribes) Orders (Amendment) Bill, 2016. ",14-12-2016,Oram Shri Jual,
"Introduction of the National Institutes of Technology, Science Education and Research (Second Amendment) Bill, 2016. ",9/12/2016,Javadekar Shri Prakash,
"Introduction and passing of the Appropriation (No. 5) Bill, 2016. ",8/12/2016,JAITLEY SHRI ARUN,
"Introduction and passing of the Appropriation (No. 4) Bill, 2016. ",8/12/2016,JAITLEY SHRI ARUN,
"Motion to consider the amendments to Income Tax Act, 1961 and the Finance Act, 2016. ",29-11-2016,JAITLEY SHRI ARUN,
"Introduction of the Taxation Laws (Second Amendment) Bill, 2016. ",28-11-2016,JAITLEY SHRI ARUN,
"Introduction of the Surrogacy (Regulation) Bill, 2016. ",21-11-2016,NADDA SHRI JAGAT PRAKASH,
"Introduction of the Admiralty (Jurisdiction and Settlement of  Maritime Claims) Bill, 2016. ",21-11-2016,0,
"Introduction of the Citizenship (Amendment) Bill, 2016 . ",11/8/2016,"Mahtab Shri Bhartruhari,Singh Shri Rajnath,Salim Shri Mohammad,Bandyopadhyay Shri Sudip,Scindia Shri Jyotiraditya Madhavrao",Population Composition
"Shri Rajnath Singh moved a motion regarding reference of Citizenship (Amendment) Bill, 2015 to Joint Committee of Houses 2015 constiting of 20 members. ",11/8/2016,Singh Shri Rajnath,
"Introduction of the Taxation Laws (Amendment) Bill, 2016. ",10/8/2016,JAITLEY SHRI ARUN,
"Introduction of the Factories (Amendment) Bill, 2016. ",10/8/2016,"Premachandran Shri N.K.,Datta Shri Sankar Prasad,Kharge Shri Mallikarjun ,Dattatreya Shri Bandaru,Dattatreya Shri Bandaru",Centre-State Relations
"Introduction of the Taxation Laws (Amendment) Bill, 2016. ",10/8/2016,"Gupta Shri Sudheer,Dubey Shri Nishikant ,Velagapalli Dr. Vara Prasadarao,Galla Shri Jayadev,Dev Km. Sushmita,Premachandran Shri N.K.,Samal Dr. Kulamani,Kumar Shri Kaushalendra,Hooda Shri Deepender Singh,Hooda Shri Deepender Singh,Owaisi Shri Asaduddin,Biju Shri Parayamparanbil Kuttappan,Biju Shri Parayamparanbil Kuttappan,S.R. Shri Vijay Kumar,Bose Prof. (Dr.) Sugata,Pandula Dr. Ravindra Babu ,Sawant Shri Arvind Ganpat,Sawaikar Shri Advocate Narendra Keshav,Chowdhury Shri Adhir Ranjan,JAITLEY SHRI ARUN,JAITLEY SHRI ARUN,JAITLEY SHRI ARUN","Bankruptcy,Capital Gains,Exports,Granite,Gross Domestic Product,Handloom Products,Reservation Policy,Tax Incentives,Textile Industry,Videsh Sanchar Nigam Limited (VSNL),Licensing Policy,MTNL,Public Sector Undertakings,Unorganised Workers,Disinvestments,Non-Performing Assets,Custom Duty,Readymade Garments,Foreign Direct Investment (FDI),Import Policy,Spectrum,Goods and Services Tax (GST),Corporate Social Responsibility"
"Introduction of the Factories (Amendment) Bill, 2016. ",10/8/2016,"Chautala Shri Dushyant,Dwivedi Shri Harish,Gandhi Dr. Dharam Vira,Venkatesh Babu Shri T.G.,Velagapalli Dr. Vara Prasadarao,Raut Shri Vinayak Bhaurao,Shrirang Shri Chandu Barne,Gogoi Shri Gaurav,Premachandran Shri N.K.,Jena Shri Rabindra Kumar,Boianapalli Shri Vinod Kumar,Roy Prof. Saugata,Kumar Shri Kaushalendra,Datta Shri Sankar Prasad,Kharge Shri Mallikarjun ,Kharge Shri Mallikarjun ,Karunakaran Shri P.,Banerjee Shri Kalyan,Basheer Shri E. T. Mohammed,Poddar Smt. Aparupa,Bidhuri Shri Ramesh,George Shri (Adv.) Joice,Ranjan (Pappu Yadav) Shri Rajesh,Tasa Shri Kamakhya Prasad,Rao (Avnthi) Shri Muthamsetti Srinivasa,Dattatreya Shri Bandaru,Dattatreya Shri Bandaru","Drinking Water,Economic Growth,Educational Policy,Employment Opportunities,Factory Workers,Industrial Development,Labour Laws,Labour Welfare,Manufacturing Industries,Overtime,Trade Unions,Unemployment,Women Workers,Daily Wage,Poverty Alleviation,Hazardous Industry,International Labour Organisation (I.L.O.),Skill Development"
"Introduction of the Motor Vehicles (Amendment) Bill, 2016.",9/8/2016,"Roy Prof. Saugata,Kharge Shri Mallikarjun ,Kharge Shri Mallikarjun ,Salim Shri Mohammad,Banerjee Shri Kalyan,Gadkari Shri Nitin Jairam,Gadkari Shri Nitin Jairam,Gadkari Shri Nitin Jairam",Driving Licence
"Introduction of the Employee's Compensation (Amendment)  Bill, 2016.",9/8/2016,"Chautala Shri Dushyant,Diwakar Shri Rajesh Kumar,Kumar Dr. Arun,Gaikwad Dr. Sunil Baliram,Mondal Smt. Pratima,Kodikunnil Shri Suresh,Sanghamita Dr.(Smt.) Mamtaz,Rajbhar Shri Hari Narayan,Kirtikar Shri Gajanan Chandrakant,Velagapalli Dr. Vara Prasadarao,Misra Shri Ajay (Teni),Galla Shri Jayadev,Gogoi Shri Gaurav,Premachandran Shri N.K.,Jena Shri Rabindra Kumar,Boianapalli Shri Vinod Kumar,Kumar Shri Kaushalendra,Satpathy Shri Tathagata,Ajmal Maulana Badruddin,Kharge Shri Mallikarjun ,Sampath Shri Anirudhan,Sampath Shri Anirudhan,Basheer Shri E. T. Mohammed,Khaire Shri Chandrakant Bhaurao,Singh Shri Dushyant,P. Shri Nagarajan,Ranjan (Pappu Yadav) Shri Rajesh,Sawant Shri Arvind Ganpat,Sawant Shri Arvind Ganpat,Dattatreya Shri Bandaru,Dattatreya Shri Bandaru,Dattatreya Shri Bandaru,Singh Shri Sunil Kumar,Teli Shri Rameswar,Tharoor Dr. Shashi","Contract Labour,Disability Benefits,Employees State Insurance Corporation,Employment Injuries Benefits,Factory Workers,Gas Connections,Industrial Accidents,Labour Courts,Labour Laws,Labour Welfare,Minimum Wage,Occupational Diseases,Pension Schemes,Plantation Workers,Safety Measures,Social Security,Tea Industry,Trade Unions,Wage Incentives,Compensations,Unorganised Workers,Hazardous Industry,Agricultural Labourers,Unorganised Sector,labour reforms,Labour Regularisation,Special Economic Zones,Goods and Services Tax (GST),Skill Development,Motor Vehicles Act,Jan Dhan Yojana"
"Introduction of the Central Agricultural University (Amendment) Bill, 2016.",9/8/2016,"Kumar Dr. Arun,Velagapalli Dr. Vara Prasadarao,Raut Shri Vinayak Bhaurao,Ram Mohan Naidu Shri Kinjarapu,Chandumajra Shri Prem Singh,Ahluwalia Shri S.S.,Reddy Shri Konda Vishweshwar,Pradhan Shri Nagendra Kumar,Kumar Shri Kaushalendra,Antony Shri Anto ,Sampath Shri Anirudhan,Poddar Smt. Aparupa,Singh Shri Radha Mohan,Meinya Dr. Thokchom","Agricultural Education,Agricultural Products,Agricultural Research,Animal Husbandry,Fishery Development,Five Year Plan,Higher Education Institutions,Potatoes,Research and Development,Soil Sciences,Infrastructure Facilities,Agricultural Growth,Horticulture Development,Organic Farming,Indian Council of Agricultral Research (ICAR),Farmers' Welfare,Organic Products"
"Discussion on the motion to consider the amendments made by Rajya Sabha to the Constitution (One Hundred and Twenty-Second Amendment) Bill, 2014.",8/8/2016,"Chautala Shri Dushyant,Modi Shri Narendra,Moily Dr. M. Veerappa,Yadav Shri Dharmendra,Chandumajra Shri Prem Singh,Gavit Dr. Heena Vijaykumar,Kumar Shri Santosh,Reddy Shri A.P. Jithender,Premachandran Shri N.K.,Ajmal Shri Sirajuddin,Satpathy Shri Tathagata,Reddy Shri Mekapati Rajamohan,Hooda Shri Deepender Singh,Kharge Shri Mallikarjun ,Karunakaran Shri P.,Banerjee Shri Kalyan,Baheria Shri Subhash Chandra,Venugopal Dr. Ponnusamy,Jayadevan Shri C. N.,Hansdak Shri Vijay Kumar,Pandula Dr. Ravindra Babu ,George Shri (Adv.) Joice,Pandey Shri Rajesh,Anwar Shri Tariq,Adsul Shri Anandrao ,Shetti Shri Raju alias Devappa Anna,Yadav Shri Jay Prakash Narayan,JAITLEY SHRI ARUN,JAITLEY SHRI ARUN","Constitutional Amendment,Direct Tax,Employment Opportunities,Inflation,Petroleum Products,Tax Evasion,Tax Exemption,Tax Reforms,Taxation,Indirect Taxes,Compensations,Corruption,Value Added Tax (VAT),Loan Waiving,Economic Reforms,Public Private Partnership (PPP),Agricultural Loan,Goods and Services Tax (GST),Tax Administration,Central and Sales Tax,Make-in-India"
"Introduction of the The Central Agricultural University (Amendment) Bill, 2016. ",5/8/2016,Bhagat Shri Sudarshan,
"Introduction of the The Employees Compensation (Amendment) Bill, 2016. ",5/8/2016,Dattatreya Shri Bandaru,
"Introduction and passing of the Appropriation (No. 3) Bill, 2016. ",4/8/2016,JAITLEY SHRI ARUN,
"Introduction  of the Transgender Persons (Protection of Rights) Bill, 2016.",2/8/2016,"Premachandran Shri N.K.,GEHLOT SHRI THAAWAR CHAND",
"Discussion on the motion for consideration of the Enforcement of Security Interest and Recovery of Debts Laws and Miscellaneous Provisions  (Amendment) Bill, 2016, as reported by Joint Committee (Discussion Concluded and Bill Passed). ",1/8/2016,"Chautala Shri Dushyant,Singh Shri Hukum,Kirtikar Shri Gajanan Chandrakant,Shetty Shri Gopal Chinayya,Galla Shri Jayadev,Chandumajra Shri Prem Singh,Dev Km. Sushmita,Shanavas Shri M. I.,Kumar Shri Shailesh (Bulo Mandal),Premachandran Shri N.K.,Reddy Shri Konda Vishweshwar,Roy Prof. Saugata,Kumar Shri Kaushalendra,Satpathy Shri Tathagata,Reddy Shri Mekapati Rajamohan,Khan Shri Md. Badariddoza,Venugopal Dr. Ponnusamy,Jayadevan Shri C. N.,Shekhawat Shri Gajendra Singh,George Shri (Adv.) Joice,Ranjan (Pappu Yadav) Shri Rajesh,Adsul Shri Anandrao ,Pal Shri Jagdambika,JAITLEY SHRI ARUN,JAITLEY SHRI ARUN","Agricultural Sector,Banking Systems,Bankruptcy,Financial Institutions,Insolvency,Reserve Bank of India (RBI),Non-Performing Assets,Debt Recovery Tribunals,Cooperative Societies,Securities and Exchange Board of India (SEBI),Economic Reforms,Loan Recovery,Unemployed Youth,Small and Marginal Farmers,Educational Loan,Nationalized Bank,Banking Sector,Banking Industry,Banking Reforms,Asset Reconstructions Companies"
"Introduction of the Lokpal and Lokayuktas (Amendment) Bill, 2016. ",27-07-2016,Singh Shri Jitendra,
"Introduction of the Lokpal and Lokayuktas (Amendment) Bill, 2016. ",27-07-2016,"Kharge Shri Mallikarjun ,Salim Shri Mohammad,Salim Shri Mohammad,Banerjee Shri Kalyan,Bose Prof. (Dr.) Sugata,Singh Shri Jitendra,Singh Shri Jitendra,Singh Shri Jitendra,Singh Shri Jitendra","Assets,Black Money,Public Servants,Corruption,Non-Governmental Organisations (NGO),Foreign Funding"
"Introduction of the Benami Transactions (Prohibition) Amendment Bill, 2016. ",27-07-2016,"Patel Shri Prahlad Singh,Udhayakumar Shri M.,Nishank Dr. Ramesh Pokhriyal,Raut Shri Vinayak Bhaurao,Raj Dr. Udit,Chandumajra Shri Prem Singh,Dev Km. Sushmita,Muddahanumegowda Shri S.P.,Premachandran Shri N.K.,Reddy Shri Konda Vishweshwar,Goud Dr. Boora Narsaiah,Roy Prof. Saugata,Kumar Shri Kaushalendra,Swain Shri Ladu Kishore,Datta Shri Sankar Prasad,Banerjee Shri Kalyan,Jayadevan Shri C. N.,Pandula Dr. Ravindra Babu ,Subbareddy Shri Yerram Venkata,Yadav Shri Jay Prakash Narayan,JAITLEY SHRI ARUN,JAITLEY SHRI ARUN,","Black Money,Civil Procedure Code,Financial Resources,Government Employees,Income Tax,Land Development,Land Records,Land Reforms,Law Commission,Smuggling,Stamp Duty,Stock Exchange,Tax Evasion,Drug Abuse,Voluntary Disclosure Of Income Scheme,Corruption,Tribals,Land Holdings,Agricultural Land,Hawala Transaction,Police force,Real Estate,Human Trafficking,Foreign Exchange Management Act (FEMA),Aadhar Card,Pradhan Mantri Jan Dhan Yojana"
"Introduction of The Child Labour (Prohibition and Regulation) Amendment Bill , 2016.",26-07-2016,"Chautala Shri Dushyant,Kumar Dr. Virendra ,Gandhi Dr. Dharam Vira,Kumar Dr. Arun,Ranjan Smt. Ranjeet,Kodikunnil Shri Suresh,K. Shri Parasuraman,Teacher Smt. P.K.Sreemathi,Verma Smt. Rekha Arun,Velagapalli Dr. Vara Prasadarao,Shetty Shri Gopal Chinayya,Ray Dr. Ravindra Kumar,Galla Shri Jayadev,Yadav Shri Akshay,Raut Shri Vinayak Bhaurao,Kumar Shri Shailesh (Bulo Mandal),Premachandran Shri N.K.,Kalvakuntla Smt. Kavitha,Ghubaya Shri Sher Singh,Mani Shri Jose K.,Rai Shri Prem Das,Kumar Shri Kaushalendra,Gandhi Shri Feroze Varun,Ajmal Maulana Badruddin,Kharge Shri Mallikarjun ,Kharge Shri Mallikarjun ,Biju Shri Parayamparanbil Kuttappan,Banerjee Shri Kalyan,De(Nag) Dr. (Smt.) Ratna,Basheer Shri E. T. Mohammed,Sule Smt. Supriya Sadanand,Jayadevan Shri C. N.,Poddar Smt. Aparupa,Chinnaraj Shri Gopalakrishnan,Singh Shri Devendra (Alias) Bhole Singh,Patel Smt. Jayshreeben ,Butta Smt. Renuka,Ranjan (Pappu Yadav) Shri Rajesh,Sharma Shri Jugal Kishore,Singh Deo Shri Kalikesh Narayan,Dattatreya Shri Bandaru,Dattatreya Shri Bandaru","Adolescence,Bonded Labour,Child Care,Child Development,Exploitation,Family Law,Gross Domestic Product,Health Hazards,Human Rights,Industrial Development,Prostitution,Quality Education,Rehabilitation,Right to Education,Sanitation Services,Financial Assistance,Mid-Day-Meal Scheme,Poverty Alleviation,Minimum Support Prices (MSP),Industrial Labours,Hazardous Industry,Agricultural Labourers,Unorganised Sector,International Labour Organisation (I.L.O.),Below Poverty Line,Child Health,Resettlement Policy"
"Introduction of the  Institutes of Technology (Amendment) Bill, 2016.",25-07-2016,"Chautala Shri Dushyant,Mishra Shri Bhairon Prasad,Singh Dr. Satya Pal,Kumar Dr. Arun,Malviya Prof. Chintamani,Natterjee Shri J. Jayasingh Thiyagaraj,Galla Shri Jayadev,Gogoi Shri Gaurav,Reddy Shri Konda Vishweshwar,Ajmal Shri Sirajuddin,Ghubaya Shri Sher Singh,Jena Shri Rabindra Kumar,Roy Prof. Saugata,Kumar Shri Kaushalendra,Rajesh Shri M. B.,Bose Prof. (Dr.) Sugata,Joshi Shri Pralhad Venkatesh,Ranjan (Pappu Yadav) Shri Rajesh,Sawant Shri Arvind Ganpat,Sawaikar Shri Advocate Narendra Keshav,Yadav Shri Jay Prakash Narayan,Javadekar Shri Prakash,Javadekar Shri Prakash","Central Universities,Dropping Out,Educational Innovations,Engineering Colleges,Higher Education Institutions,Indian School Of Mines,Industrial Houses,Programme Fees,Quality Education,Research Fellowships,Reservation Policy,Scheduled Castes,Scheduled Tribes,Social Justice,Teacher Recruitment,Teacher Shortage,Curriculum Development,Infrastructure Development,CSIR,Discipline,Science education,Science & Technology,Educational Loan,Information Communication and Technology,Counselling"
"Discussion on the motion for consideration of the National Institutes of Technology, Science Education and Research (Amendment) Bill, 2016, moved by Shri. Prakash Javadekar.",21-07-2016,"Chautala Shri Dushyant,Singh Shri Hukum,Kumar Dr. Arun,Chinnayan Shri S.Selvakumara,Raj Dr. Udit,Kumar Shri Santosh,Premachandran Shri N.K.,Reddy Shri Konda Vishweshwar,Solanki Dr. Kirit Premjibhai,Rai Shri Prem Das,Ajmal Maulana Badruddin,Biju Shri Parayamparanbil Kuttappan,Khaire Shri Chandrakant Bhaurao,Bose Prof. (Dr.) Sugata,Butta Smt. Renuka,Ranjan (Pappu Yadav) Shri Rajesh,Kataria Shri Rattan Lal,Rao (Avnthi) Shri Muthamsetti Srinivasa,Kambhampati Dr. Hari Babu,Tharoor Dr. Shashi,Ering Shri Ninong,Yadav Shri Jay Prakash Narayan,Panda Shri Baijayant ""Jay"",Chowdhury Shri Adhir Ranjan,Javadekar Shri Prakash,Javadekar Shri Prakash","Basic Research,Educational Institutions,Educational Policy,Engineering Colleges,Higher Education,Quality Education,Quality Standards,Research and Development,Reservation Policy,Self-Employment,Subsidies,Technical Education,Training Programmes,Information Technology (IT),All India Council of Technical Education (AICTE),Indian Institute of Technology,Educational Loan,National Institutes of Technology (NIT)"
"Motion regarding adoption of amendments made by Rajya Sabha in the Indian Trusts (Amendment) Bill, 2015 (Motion adopted). ",20-07-2016,Meghwal Shri Arjun Ram ,
"Introduction of the Indian Medical Council (Amendment) Bill, 2016. ",19-07-2016,NADDA SHRI JAGAT PRAKASH,
"Introduction of the Dentists (Amendment) Bill, 2016. ",19-07-2016,NADDA SHRI JAGAT PRAKASH,
"Introduction of the High Courts (Alteration of Names) Bill, 2016. ",19-07-2016,PRASAD SHRI RAVI SHANKAR,
"Introduction of the Citizenship (Amendment) Bill, 2016. ",19-07-2016,Singh Shri Rajnath,
"Introduction of the National Institutes of Technology, Science Education and Research (Amendment) Bill, 2016. ",19-07-2016,Javadekar Shri Prakash,
"Introduction of the Institutes of Technology (Amendment) Bill, 2016. ",19-07-2016,"Roy Prof. Saugata,Javadekar Shri Prakash,Javadekar Shri Prakash",
"Introduction of the Enforcement of Security Interest and Recovery of Debts Laws and Miscellaneous Provisions (Amendment) Bill, 2016. ",11/5/2016,JAITLEY SHRI ARUN,
"Motion to consider Dr. Rajendra Prasad Central Agricultural University Bill, 2016, as passed by Rajya Sabha (Bill Passed). ",11/5/2016,Singh Shri Radha Mohan,
"Amendments made by Rajya Sabha to ''The Industries (Development and Regulation) Amendment Bill, 2015. ",10/5/2016,SITHARAMAN SMT. NIRMALA,
"Discussion on the motion for consideration of the Anti-Hijacking Bill, 2016 (As passed by Rajya Sabha).",9/5/2016,"Chautala Shri Dushyant,Kumar Dr. Arun,Shetty Shri Gopal Chinayya,Pusapati Shri Ashok Gajapati Raju,Pusapati Shri Ashok Gajapati Raju,Goud Dr. Boora Narsaiah,Roy Prof. Saugata,Kumar Shri Kaushalendra,Satpathy Shri Tathagata,Datta Shri Sankar Prasad,Subbareddy Shri Yerram Venkata,Pandey Shri Rajesh,Ranjan (Pappu Yadav) Shri Rajesh,Maganti Shri Murali Mohan,Yadav Shri Jay Prakash Narayan,Chowdhury Shri Adhir Ranjan,","Airports,Central Industrial Security Forces,Civil Aviation,Compensation,Electronic Equipment,Hijacking,Security Measures,Terrorism,Security Forces,Monitoring Mechanism,Punishments,Death Penalty,National Investigative Agency (NIA),Indian Air Force,Hoax Calls,Cybernatics"
"Introduction of the Uttarakhand Appropriation (Vote on Account) Bill, 2016.",9/5/2016,JAITLEY SHRI ARUN,
"Further discussion on the motion for consideration of the Finance Bill, 2016, moved by Shri Jayant Sinha (Discussion Concluded and Bill Passed). ",5/5/2016,JAITLEY SHRI ARUN,"Bank Loans,Black Money,Growth Rate,Income Tax,Power Distribution,Sugar Industry,Tax Exemption,Taxation,Value Added Tax,Agricultural Growth,Customs Duty,National Pension System,Make-in-India"
"Discussion on the motion for consideration of the Insolvency and Bankruptcy Code, 2016 (As Reported by Joint Committee). ",5/5/2016,"Chaudhary Shri P.P.,Misra Shri Ajay (Teni),Sinha Shri Jayant,Sinha Shri Jayant,Galla Shri Jayadev,Raj Dr. Udit,Dev Km. Sushmita,Gogoi Shri Gaurav,Kalvakuntla Smt. Kavitha,Roy Prof. Saugata,Satpathy Shri Tathagata,Khan Shri Md. Badariddoza,Butta Smt. Renuka,Ranjan (Pappu Yadav) Shri Rajesh,Adsul Shri Anandrao ,Sarmah Shri Ram Prasad,Yadav Shri Jay Prakash Narayan","Bank Loans,Bankruptcy,Financial Institutions,Insolvency,Investments,Liability,Partnership Act,Reserve Bank of India (RBI),Non-Performing Assets,Corporate Sector,Loan Recovery,Punishments,Awareness Programme,Corporate Affairs,Banking Services,MUDRA Scheme,Private Entrepreneur,Liquidation,Fraudulent Practice"
"Introduction of the Finance Bill, 2016.",4/5/2016,"Chautala Shri Dushyant,Dubey Shri Nishikant ,Moily Dr. M. Veerappa,Moily Dr. M. Veerappa,Kumar Dr. Arun,Somaiya Dr. Kirit,Pandey Dr. Mahendra Nath,Singh Shri Kunwar Haribansh,Sinha Shri Jayant,Sinha Shri Jayant,Galla Shri Jayadev,Mukherjee Shri Abhijit,Rudy Shri Rajiv Pratap,Chandumajra Shri Prem Singh,Kumar Shri Santosh,Kumar Shri Shailesh (Bulo Mandal),Reddy Shri A.P. Jithender,Ajmal Shri Sirajuddin,Roy Prof. Saugata,Rai Shri Prem Das,Mahtab Shri Bhartruhari,Chaudhury Shri Jitendra,Owaisi Shri Asaduddin,Baheria Shri Subhash Chandra,Shekhawat Shri Gajendra Singh,Singh Shri Raj Kumar,Reddy Shri Midhun,Ranjan (Pappu Yadav) Shri Rajesh,Sawant Shri Arvind Ganpat,Sawant Shri Arvind Ganpat,Meinya Dr. Thokchom","Capitalist,Economic Surveys,Gross Domestic Product,Industrial Policy,Inflation,Lok Pal,Right to Education,Right to Information,Slum Dwellers,Tax Deduction,Tax Exemption,Tax Systems,Taxation,Thermal Power,Voluntary Disclosure Of Income Scheme,Agricultural Growth,Central Taxes,Disinvestments,Non-Performing Assets,Cess,Custom Duty,Employment Generation,Voluntary Retirement Scheme (V.R.S.),Unorganised Sector,Hawala Transaction,Foreign Direct Investment (FDI),CNG,Wholesale Price Index,Aviation Turbine Fuel (ATF),Integrated Child Development Services (ICDS),Real Estate,Farmers' Welfare,Special Economic Zones,Climate Change,Public Private Partnership (PPP),Consumer Price Index,Mahatma Gandhi National Rural Employment Guarantee Act (MNREGA),Goods and Services Tax (GST),Central Board of Direct Taxes (CBDT),National Pension System,Direct Benefit Transfer Scheme,Jan Dhan Yojana"
"Motion for consideration to the amendment made by Rajya Sabha to the Appropriation Acts (Repeal) Bill, 2015.",3/5/2016,Gowda Shri D.V. Sadananda,
"Motion for consideration to the Amendment made by Rajya Sabha to the Repealing And Amending (Third) Bill, 2015.",3/5/2016,Gowda Shri D.V. Sadananda,
"Introduction of the Appropriation (No.2) Bill, 2016.",3/5/2016,Sinha Shri Jayant,
"Introduction of the Compensatory Afforestation Fund Bill, 2015.",3/5/2016,"Yadav Shri Laxmi Narayan,Jaiswal Dr. Sanjay,Raut Shri Vinayak Bhaurao,Mukherjee Shri Abhijit,Dev Km. Sushmita,Kalvakuntla Smt. Kavitha,Roy Prof. Saugata,Chaudhury Shri Jitendra,Owaisi Shri Asaduddin,Misra Shri Pinaki,Pandula Dr. Ravindra Babu ,Butta Smt. Renuka,Saraswati Shri Sumedhanand,Yadav Shri Jay Prakash Narayan,NAIDU Shri M. VENKAIAH,Javadekar Shri Prakash,Javadekar Shri Prakash,","Dredging,Ecological Balance,Environmental Protection,Forest Conservation,Forest Resources,Land Acquisition,Natural Resources,Ozone,Plantations,Soil Erosion,Wetland,Wild Animals,Wildlife Protection,Judicial Activism,Right to Franchise,Infrastructure Development,Forest Cover,Flora and Fauna,Forest Land,Climate Change,National Green Tribunal"
"Introduction of the Appropriation (Railways) (No.2) Bill, 2016.",26-04-2016,PRABHU SHRI SURESH,
"Discussion on the motion for consideration of the Sikh Gurdwaras (Amendment) Bill, 2016, as passed by Rajya Sabha (Discussion concluded and Bill Passed) .",25-04-2016,"Mann Shri Bhagwant,Chandumajra Shri Prem Singh,Chaudhary Shri Santokh Singh,Reddy Shri A.P. Jithender,Satpathy Shri Tathagata,Singh Shri Rajnath,Singh Shri Rajnath,Badal Smt. Harsimrat Kaur,Lekhi Smt. Meenakashi,Rori Shri Charanjeet Singh,Singh Shri Ravneet","Elections,Shiromani Gurudwara Prabandhak Committee,Sikhism,Right to Vote,Sahajdhari Sikhs"
"Discussion on the motion for consideration of the Regional Centre for Biotechnology Bill, 2016 (Discussion concluded and Bill Passed). ",25-04-2016,"Chautala Shri Dushyant,Patel Shri Prahlad Singh,Singh Shri Hukum,Kumar Dr. Arun,Velagapalli Dr. Vara Prasadarao,Harsh Vardhan Dr. ,Harsh Vardhan Dr. ,Reddy Shri Konda Vishweshwar,Kumar Shri Kaushalendra,Satpathy Shri Tathagata,Datta Shri Sankar Prasad,Mandal Dr. Tapas,Muniyappa Shri K.H.,Rao (Avnthi) Shri Muthamsetti Srinivasa,Pal Shri Jagdambika,Tharoor Dr. Shashi,","Agricultural Development,Agricultural Production,Biotechnology,Industrial Development,Information Dissemination,Investments,Pharmaceutical Industry,Private Sector,Quality Education,Quality Standards,Research and Development,UNESCO,Information Technology (IT),Nanotechnology"
"Introduction of the Companies (Amendment) Bill, 2016.",16-03-2016,JAITLEY SHRI ARUN,
"Discussion on the motion for consideration of the  Mines and Minerals (Development and Regulation) Amendment Bill, 2016.",16-03-2016,"Chaudhary Shri P.P.,Singh Shri Hukum,Velagapalli Dr. Vara Prasadarao,Reddy Shri A.P. Jithender,Thota Shri Narasimham,Mahtab Shri Bhartruhari,Singh Shri Ganesh,Sampath Shri Anirudhan,Rathore Shri Hariom Singh,Pala Shri Vincent H,Tomar Shri Narendra Singh,Tomar Shri Narendra Singh","Coal Mining,Employment Opportunities,Financial Institutions,Foreign Exchange,Industrial Houses,Labour Laws,Land Ceiling,Mining Lease,Rehabilitation,Royalties,Transparency,Non-Performing Assets,Industrial Revival,Employment Generation,Sand Mining,Mining Policy,Illegal Mining,Make-in-India,Mining Sector"
"Motion to consider amendments made by Rajya Sabha to the Aadhaar (Targeted Delivery of Financial and Other Subsidies, Benefits and Services) Bill, 2016 (Motion Rejected).",16-03-2016,"Reddy Shri Konda Vishweshwar,Satpathy Shri Tathagata,Salim Shri Mohammad,Bose Prof. (Dr.) Sugata,JAITLEY SHRI ARUN","National Security,Subsidies,Welfare Schemes,Aadhar Card,Government Schemes"
"Withdrawal of the Railways (Amendment) Bill, 2014.",15-03-2016,PRABHU SHRI SURESH,
"Amendment made by Rajya Sabha to the National Waterways Bill, 2015 (Agreed to).",15-03-2016,Radhakrishnan Shri Pon,
"Discussion on the motion for consideration of the Real Estate (Regulation and Development) Bill, 2016 (Discussion Concluded and Bill Passed).",15-03-2016,"Patel Shri Prahlad Singh,Shewale Shri Rahul Ramesh,Velagapalli Dr. Vara Prasadarao,Shinde Dr. Shrikant Eknath,Chandumajra Shri Prem Singh,Raghavan Shri M. K.,Venugopal Shri K. C.,Premachandran Shri N.K.,Goud Dr. Boora Narsaiah,Roy Prof. Saugata,Rai Shri Prem Das,Kumar Shri Kaushalendra,Sampath Shri Anirudhan,Basheer Shri E. T. Mohammed,Marutharajaa Shri R.P.,George Shri (Adv.) Joice,Ranjan (Pappu Yadav) Shri Rajesh,Maganti Shri Murali Mohan,Singh Deo Shri Kalikesh Narayan,Maadam Smt. Poonamben Hematbhai,Yadav Shri Jay Prakash Narayan,NAIDU Shri M. VENKAIAH,NAIDU Shri M. VENKAIAH","Black Money,Employment Opportunities,Housing Needs,Housing Schemes,Land Acquisition,Private Sector,Transparency,Compensations,Monitoring Mechanism,Residential Areas,Foreign Direct Investment (FDI),Transaction,Punishments,Real Estate,Public Private Partnership (PPP),Housing For All,Prime Minister's Awas Yojana,Housing Loans,Fraudulent Practice"
"Introduction of  the Regional Centre for Biotechnology Bill, 2016.",15-03-2016,Harsh Vardhan Dr. ,
"Introduction of the Mines and Minerals (Development and Regulation) Amendment Bill, 2016.",15-03-2016,Tomar Shri Narendra Singh,
